дария	river
mbere na mbere	first of all
mpole	sorry
muntunge	excuse me
murabeho	goodbye
murabeho	farewell
murakaza neza	welcome
murakoze	thank you
muramuke	good night
mwaramutse	good morning
mwirirwe	goodbye
mwiriwe	good afternoon
mwiriwe	good evening
ndagukumbuye	I miss you
ndagukunda	I like you
ndagukunda	I love you
ngaho	goodbye
ngaho	farewell
ni ah’ejo	see you tomorrow
ni byo	it’s true
nta kibazo	no problem
ntibirabaho	not yet
pole	sorry
salama	peace
salama	hello
sawa	okay
sawa	ok
sawa	fine
sawa	alright
si byo	false
tugende	let’s go
tuzabonana vuba	see you soon
ezi kwa cumi	October
ezi kwa cyenda	September
ezi kwa gatandatu	June
ezi kwa gatanu	May
ezi kwa gatatu	March
ezi kwa kabiri	February
ezi kwa kane	April
ezi kwa karindwi	July
ezi kwa mbere	January
ezi kwa munani	August
umunsi mwiza	good day
umunsi mwiza w’amavuko	happy birthday
umwaka mushya muhire	Happy New Year
MINEDUC	Ministry of Education
MINICOM	industry
MINIJUST	Ministry of Justice
MINISANTE	Ministry of Health
nya-	of
nya-	African Development Bank
ri	there is
ri	there are
ni aho	see you
ni	he is
ni	she is
ni	it is
ni	they are
nta	none
nta	no-one
nta	without
oya	no
yego	yes
uko	how
nyine	alone
goryi	moron
goryi	fool
goryi	imbecile
goryi	stupid person
bago	border
bago	crutch
shya	innovation
shya	new thing
gorofani	wheelbarrow
nyaruka	hurry up
nyaruka	go quickly
nyaruka	make haste
babi	leaf
babi	foliage
kiko	frontiers
kiko	borders
bibi	limit
bibi	border
bibi	frontier
sekuru	genealogy
sekuru	family tree
sina	banana tree
ibira	submerge
rigata	lick
gabire	talent
gabire	gift
gabire	present
anzu	secret passage
anzu	loophole
burirwa	warned
roho	spirit
roho	soul
nanuka	lose weight
nanuka	become thin
geragezwa	tried
geragezwa	attempted
geragezwa	tempted
sereri	dizziness
sereri	vertigo
sereri	giddiness
orosa	cover
ndyo	right arm
ndyo	foot
teko ishinga amategeko	parliament
nyajwi y’inyuma	back vowel
revorisiyo	revolution
tsembabwoko	genocide
tsembabwoko	ethnic cleansing
tsembatsemba	massacre
tsembatsemba	extermination
icanyi	killing
icanyi	murder
gara	become wider
tekerereze	mindset
tekerereze	attitude
gaza	widen
gaza	broaden
gaza	expand
nyamuryango	family member
minisitiri	minister
tsinzi	victory
tsinzi	triumph
unguko	profit
tangazamakuru	media
tangazamakuru	information
shyira umukono	sign
teranyo	total
teranyo	sum
teranyo	total revenue
ishyurwa	expense
tunganyirize	organisation
komite	committee
kono	signature
kono	handwriting
meza	goosebumps
meza	goose pimples
oya	stop doing
oya	leave alone
karine	notebook
karine	book
saho y’amabya	scrotum
ungano	organ
ungano	body part
ungano	digestive organ
gogora	digest
gogora	grind one’s teeth
vune	injury
vune	sprain
vune	fracture
garura	vein
jyana	artery
koro	collarbone
koro	clavicle
koro	sternum
ano	clavicle
ano	collarbone
hurizo	riddle
hurizo	puzzle
hurizo	quiz
jana	wrist
yunguyungu	hip
susuruka	become warm
susuruka	happy
ikiriza	reply
ikiriza	answer
ikiriza	respond
ikiriza	confirm
atuzo	punctuation marks
serwakira	tornado
serwakira	whirlwind
vi	white hair
vi	grey hair
no	this
no	these
no	this
no	these
no	this
no	this
no	these
no	this
no	these
no	this
no	these
no	this
no	this
no	this
rya	that
rya	those
rya	that
rya	those
rya	that
rya	that
rya	those
rya	that
rya	those
rya	that
rya	those
rya	that
rya	that
rya	that
humbi	rhomboid muscle
ishyurwa	paid
ishyurwa	repaid
dyo	regimen
dyo	diet
ogajuru	spaceship
ogajuru	space shuttle
ogajuru	satellite
ogajuru	probe
kike	wall
kike	enclosure
kike	fence
ro by’itora	polling station
shingwa	established
shingwa	founded
shingwa	establishment
shingwa	foundation
totezwa	persecuted
tasi	espionage
tasi	spying
nyabwenge	wise person
nyabwenge	intellectual
camake	summary
camake	résumé
camake	brief
shishikara	toil
shishikara	work hard
shishikara	make effort
shishikarira	strive for
shishikarira	try
bariyeri	roadblock
bariyeri	barrier
perezidansi	presidency
shuheri	breeze
shuheri	light wind
gambanyi	betrayal
gambanyi	treason
seko	smile
ikekwe	suspicion
twenge	laughter
yungurura	sift
yungurura	filter
tsi	tendon
igoronzora	writhe
gondoro	hypocotyl
gondoza	exaggerate
zuyaza	delay
zuyaza	hesitate
mwe	the same
gezi	stream
gezi	creek
gezi	small river
homvu	delirium
homvu	raving
homvu	meaningless words
hana	abandon
hana	leave
imana	withhold
imana	refuse to give
ryoshywa	delicious
santimetero	centimetre
milimetero	millimetre
dekametero	decametre
hegitometero	hectometre
buzi	alert
buzi	warning
hundagaza	fill completely
hundagaza	cover
hundagaza	give abundantly
tirigongo	spine
ruseke	tibia
ruseke	shinbone
nogori	eye socket
nogori	orbit
ivumbagatanyo	revolt
ivumbagatanyo	mutiny
ivumbagatanyo	uprising
arasisi	parade
arasisi	line-up
tyaza	sharpen
tyaza	whet
tyazo	sharpener
embe	razor
embe	razor blade
kono y’itabi	tobacco pipe
tangaro	exclamation mark
bazo	question mark
bago n’akitso	semicolon
kubo	parenthesis
kubo	brackets
nyerezo	dash
nyerezo	hyphen
nyerera	slip
nyereza	drag
nyereza	slide
nyereza	make disappear
nyereza	steal
nyereza	embezzle
imyira	blow one’s nose
iyereka	parade
uguruzo n’utwugarizo	quotation marks
regeka	ellipses
ihata	make effort
hutaza	hustle
hutaza	shove
duruvayo	disorder
duruvayo	mess
duruvayo	disarray
vumo	cave
vumo	grotto
vumo	cavern
komyi	obstacle
komyi	impediment
pfobya	understate
pfobya	belittle
pfobya	trivialise
pfobywa	diminished
pfobywa	undermined
pfobywa	disparaged
pfobywa	belittled
tamurura	uncover
tamurura	unfold
ego ko	gosh
danangira	close tightly
danangira	seal
danangira	tighten
nyunguti	pinch
noba	hit
noba	strike
noba	knock
noba	beat
noba	impact
noba	punch
tete	kernel
tete	grain
sibo	lent
sibo	mourning period
fashi	vice
fashi	vise
panda	trumpet
kungu	weed
yega	moving body
vange	mixture
vange	amalgamation
tiyo	spade
ivumbagatanya	revolt
ivumbagatanya	riot
a mbere	first
a mbere	first class
oroshya	become easy
oroshya	soften
kubi y’umuyaga	strong wind
nyamwigendaho	selfish
tenguha	deceive
tenguha	trick
tenguha	mislead
muvoma	political movement
iyita	call oneself
kurikizwa	applied
kurikizwa	come into effect
sogongero	sketch
sogongero	foretaste
aya	pretending
tera	distance
tera	space
tera	interval
tera	period
tera	status
tera	rank
tangarugero	model
tangarugero	demonstration
tangarugero	example
tangarugero	pattern
gengabitekerezo	ideology
pinduramatwara	revolution
shaka kuvuga	mean
shaka kuvuga	imply
shaka kuvuga	indicate
igaragambyo	riot
igaragambyo	demonstration
igaragambyo	strike
moso	left arm
niha	groan
niha	wail
shyo	small knife
bungabunga	preserve
bungabunga	safeguard
bungabunga	protect
bungabunga	conserve
curura	start again
emarara	stand up straight
emarara	be robust
emarara	raise up
ema	stand up straight
rangisha	announce
dosho	wooden spoon
nyunyuza	suck
neza	please
neza	make someone happy
susumira	tremble
susumira	flicker
rora	watch
rora	look at
rora	see
rora	view
pfunwe	shame
tati	betrayer
tati	traitor
takaragasi	meaningless words
shya	happiness
shya	prosperity
songero	top
songero	peak
nege	only child
heza	go to extremes
jigo	molar
nyarutsa	quicken
nyarutsa	speed up
nyarutsa	hasten
hezanguni	extremist
nema	talent
nema	superpower
nyajwi y’imbere	front vowel
nyajwi yo hagati	central vowel
nyajwi y’imfunge	close vowel
nyajwi y’inyatu	open vowel
tsindagira	tamp
i Kantarange	far away
iyo bigwa	far away
hungabanya	bother
hungabanya	annoy
hungabanya	irk
unge	collection
unge	compilation
kiriziya	church
bendera	flag
bendera	banner
Gatolika	Catholic
sakaramentu	sacrament
sakaramentu	Holy Sacrament
yoborere	governance
gombajwi y’indagi	voiceless consonant
gombajwi y’indangira	voiced consonant
manzi	scarification
manzi	cicatrization
goma	labia majora
akura	nerve
akura-bakwe	neuron
konyoka	injured
konyoka	broken
konyoka	fractured
tantu	hip joint
viringa	round
viringa	spherical
viringa	circular
viringa	curved
viringa	oranges
viringa	etc
cakura	sharp
cakura	clever person
cakura	joker
shozi	nausea
konda	drool
konda	slobber
sundwe	leech
sugi	cuckoo-shrike
shwi	sparrow
iyoni	raven
samusure	crowned eagle
ca	sparrowhawk
kanga	guinea fowl
kanga	guinea hen
tashya	swallow
nyirabarazana	ibis
tera	olive baboon
sana	mamba
shira	spitting cobra
piri	viper
piri	adder
ryambeba	grass snake
ziramire	python
aruzi	bird of prey
sandi	weaver
satura	warthog
parage	zebra
para	impala
samagwe	panther
geragere	gazelle
ze	disease
ze	sickness
ze	bad health
tapfuna	chew
raguzi	fortune-teller
raguzi	soothsayer
raguzi	oracle
rabya	flower
rabya	flourish
rabya	bloom
vumba	current
sumo	waterfall
rindi	sound of footsteps
kocora	hit
kocora	beat
kocora	punch
kocama	wrong
kocama	false
kocama	incorrect
hungabana	troubled
hungabana	disturbed
hungabana	traumatised
sukuma	crave
banze	beginning
banze	priority
banze	introduction
bambe	pity
bambe	sympathy
bambe	mercy
nyonga	execute
nyonga	hang
nyongwa	executed
nyongwa	hanged
hishwa	hidden
hishwa	concealed
bondo	baby
reme	weight
reme	worth
reme	value
sigisigi	leftovers
sigisigi	remains
sigisigi	scraps
jyanamuntu	extraordinary
koramutima	close friend
koramutima	sweetheart
jwiri	curly hair
jyo	directions
dendezi	pond
kubiri	atmosphere
kubiri	mood
kubiri	spirit
kubiri	undercurrent
nuni	sunbird
sokoreke	underwear
cudika	become friends
cudika	befriend
patwe	constipation
birikira	funnel
jyakuzimu	depth
jyejuru	height
kenyuka	die young
oyo	rectum
tubu	tree frog
heri	bedbug
tagangurirwa	spider
tagangurirwa	arachnid
ahi	old clothes
ahi	rags
ahi	nappy
ahi	diaper
uho	gap
uho	lacuna
ringa	bronze
ijuta	full
ijuta	satisfied
huha	rumour
raro	cattle-shed
janja	paw
myira	mucus
myira	snot
gapfura	angina
seru	measles
seru	rubeola
seru	morbilli
rugu	nape
tuntu	tuberculosis
sindu	termite mound
sindu	termite hill
riburiro	foreword
riburiro	introduction
hehere	humidity
hehera	humid
hehera	wet
hehera	moist
kungu	gang
bimbura	start
bimbura	begin
bimbura	be the first
bondo	potbelly
bondo	full stomach
meme	little finger
mukuru wa meme	ring finger
gabo	shield
gwari	coward
gambanyi	traitor
gambanyi	betrayer
cuzi	metalwork
sobe	complexity
gobe	gulf
gobe	bay
banza	homepage
hunikira	very tired
hunikira	dozy
ryoherwa	enjoy
dongozi	leader
rungu	loneliness
goto	Adam’s apple
shingo	neck
timba	deep sorrow
timba	sadness
tubya	understate
tubya	belittle
toni	tonne
sodeko	square brackets
cecekesha	hush
cecekesha	silence
gakondo	tradition
gakondo	origins
gakondo	roots
gakondo	traditional medicine
iko	trowel
shongore	haughtiness
shongore	pride
baho y’amazi	spirit level
guni	angle
guni	corner
guni	set square
tabire	chemistry
genge	physics
icarubozo	torture
songa	top
songa	peak
songa	highest
hwana	equal
hwana	equivalent
hwana	match
sigura	explain
sigura	interpret
sigura	clarify
sigura	simplify
rorera	observe
uka	spray
uka	sprinkle
uka	squirt
ryoherwe	bon appétit
dorerezi	observer
umuka	dry
umutsa	dry
umutsa	dehydrate
ibasira	target
ibasira	focus
ibasira	center on
nyunguta	suck
nyunyuka	wither
nyunyuka	dehydrated
nyunyuka	thin
nyunyuka	withers
izere	hope
izere	trust
izere	confidence
reri	umbilical cord
nyamuneka	please
cokoza	tease
cokoza	disturb
cokoza	joke
tosa	wet
tosa	moisten
tebera	sink
huta	quicken
huta	speed up
huta	hasten
bonerana	transparent
anda	enlarge
anda	expand
anda	spread
komba	lick
kona	castrate
kwata	hold firmly
tandaro	cause
tandaro	trigger
barutso	cause
barutso	trigger
tita	intense cold
tita	frostbite
kana	severity
kana	intensity
kana	frequency
kana	magnitude
kana	amplitude
kana	incidence
goheka	at ease
goheka	rest
goheka	sleep
gutu	toughness
taho	home
taho	house
taho	dwelling
anjwa	ramble
jajwa	gossip
jajwa	gossiping
jajwa	gossip
heke	grain
heke	cereal
nyampeke	cereal
iherero	retreat
iherero	secluded place
za	epidemic
za	calamity
tongo	ruin
twenga	laugh
banza	building site
ototera	presumptuous
ohe	troublemaker
ohe	stupid person
iyenza	provocative
iyenza	tease
fangura	speed up
fangura	quicken
dadira	lock
dadira	seal
iru	reparation
iru	amends
iru	ransom
gasire y’ivi	patella
gasire y’ivi	kneecap
humure	quiet
humure	calm
humure	ease
hogora	wail
hogora	cry
ngononwa	reluctance
ngononwa	unwillingness
gononwa	reluctant
gumbaha	sterile
tirimura	propel
tirimura	advance
jora	criticize
jora	fault
jora	censure
sa	nakedness
sa	nudity
pakanyi	negative
itso	accomplice
jigo	pipe
tezo	perineum
hakanyi	denial
hakanyi	refusal
shongore	haughtiness
shongore	pride
shongore	beauty
tunga agatoki	point the finger
tunga agatoki	accuse
byo	authentic
byo	genuine
byo	true
shyushyu	eagerness
shyushyu	keeness
sogwe	legume
sogwe	pulse
gohe	eyelashes
fwera	slug
tsike	eyebrow
karagiro	dairy
karagiro	creamery
orama	collapse
orama	fall down
deshyo	height
deshyo	altitude
deshyo	size
doro	eyes
doro	sight
doro	gaze
doro	stare
doro	look
gendo	gait
gendo	manner of walking
salo	salon
salo	hairdresser’s
Nyagasani	the Lord
mogi	cannabis
mogi	marijuana
serebeka	slide
jenosideri	genocidaire
pfana	related
sakuzo	riddle
sakuzo	puzzle
sakuzo	enigma
sekuruza	genealogy
sekuruza	family tree
menyesha	inform
ibone	proud person
ogera	notorious
ogera	popular
ogere	fame
ogere	notoriety
ogere	popularity
ifuriza	wish
cura	forging
cura	metalwork
vomerera	water
vomerera	baste
emeza	prove
emeza	demonstrate
emeza	confirm
ceremba	escape
ceremba	evade
panuro	advice
panuro	prophecy
panuro	warning
gegera	vagrant
gegera	wanderer
gegera	bandit
gegera	brigand
jyanama	counselling
jyanama	advice
futura	clarify
futura	explain
itonzi	caution
itonzi	care
itonzi	carefulness
vuvu	dandruff
nyomoro	tamarillo
nyomoro	tree tomato
hara	baldness
note	bill
tiro	sleepiness
kangu	mudslide
kangu	landslide
boneka	availability
boneka	visibility
e	his
e	hers
cungamutungo	management
menyamuntu	sociology
ituma	determined
ituma	be intent
ituma	resolve
iyahura	commit suicide
anjye	mine
awe	yours
acu	ours
anyu	yours
abo	theirs
menyajambo	lexicology
kwena	ridicule
kwena	mock
kwenene	mockery
kwenene	ridicule
vumbuzi	discovery
titsa	without stopping
titsa	nonstop
itsa	cause to sink
itsa	pause
itsa	break
senyeri	Monsignor
senyeri	bishop
misha	artery
ra	uterus
ra	womb
samura	have breakfast
iri joro	tonight
iri joro	this night
uyu munsi	today
uyu munsi	this day
renganzira bw’umuhanzi	copyright
logo	logo
shoro	capital
shoro	investment
misha	sprinkle
misha	spray
ntacyo	no problem
ntacyo	nothing
baho	be there
sitasiyo	station
sitasiyo	gas station
sitasiyo	petrol station
sabwa	begged
sizi	poetry
erekezo	direction
kuge	ark
kuge	boat
kuge	Noah’s ark
kura	rhinoceros
a	one of
a	that of
a	those of
a	that of
a	those of
a	that of
a	that of
a	those of
a	that of
a	those of
a	those of
a	that of
a	that of
a	those of
a	that of
a	that of
a	that of
kore	glue
iswera	masturbate
piri	wooden club
mara	venom
mara	poison
teganywa	planned
humbya	blink
fundi	African firefinch
fundi	robin
nyakubahwa	excellency
visi	vice
nyamuneza	joy
nyamuneza	happiness
cumbi	home
cumbi	heart
cumbi	stem
gabekazi	queen mother
sakabaka	black kite
piswi	diarrhoea
ondo	mud
mugiga	meningitis
pfundikizo	cover
pfundikizo	lid
pfundikizo	cork
pfundikizo	stopper
rere	education
dozi	tailor
vumvuri	cockchafer
komanyiriza	embargo
kemura	mow
kemura	shear
kemura	cut
kemura	resolve
kemura	settle
vumbi	dust
vumvura	buzz
vumvura	talk nonsense
amagana	reject
amagana	censure
amagana	express disapproval
nyababyeyi	uterus
nyababyeyi	womb
omekwa	applied
rerantanga	ovary
ororokere	reproduction
ororokere	reproductive health
tanga	semen
tanga	sperm
tanga	seed
diporome	diploma
iyica	kill oneself
iyica	commit suicide
shitsi	vibration
shitsi	trembling
ugu	gecko
kombe	gully
kombe	couloir
wino	ink
sitari	line
sitari	row
sitari	verse
tonde	list
tonde	queue
tanga ihumure	ceasefire
sana	repair
sana	mend
ti	saying
subusititi	substitute
negatifu	negative
seritifika	certificate
sositomati	tomato sauce
tifoyide	typhoid
ubatsi	construction
ubatsi	building work
sugire	sovereignty
hehesi	lustful person
gandika	camp
gandagaza	gather together
curama	bat
samunyiga	ferret
baruwa	letter
ika	sink
ika	fall
ika	drop
enda	nine
kaze	welcome
nezaneza	happiness
giraneza	benefactor
genzuzi	inspector
ringanire	equality
reremba	float
reremba	hover
nyabugeni	artist
tumbero	vision
tumbero	focus
iyoberanya	disguise oneself
garuzwamuheto	captive
garuzwamuheto	hostage
iburungushura	roll
nyanyagira	disperse
nyanyagira	break up
korikori	craftsmanship
korikori	skill
nyabukorikori	craftsman
nyabukorikori	artisan
ihanduzacumu	brave person
gobotora	pull
gobotora	snatch
gobotora	pluck
gobotora	rescue
gobotora	save
dangare	absent-minded person
saruro wose w’igihugu	gross domestic product
kanseri	cancer
saruro	harvest
saruro	product
saruro	produce
nyendaro	bastard
nyendaro	illegitimate child
gore	womanhood
gore	vagina
bunda	bend
temba	liquid
ratitude	latitude
ronjitide	longitude
pansiyo	pension
rozi	witch
rozi	sorcerer
nyinya	diastema
Amerika ya Ruguru	North America
ibombarika	careful
sukika	liquid
sukika	fluid
nyangamugayo	honesty
conshomera	devour
conshomera	gobble
hinde	India
gotomera	gulp
emerwa	accepted
emerwa	admitted
iyerurutsa	pretend
zwi	known
menywa	known
orudinateri	computer
posita	post office
posita	post
posita	mail
sitaje	course
sitaje	training
pingu	handcuffs
icuza	repent
icuza	confess
igimba	confront
sosi	sauce
kingirizwa	obscured
tinywa	feared
era	ripe
era	mature
hera	crush
hera	grind
ibohora	release
ibohora	liberate
ibohora	free oneself
gongo	peak
gongo	plateau
gongo	edge
gongo	end
ratini	Latin
dage	German
nyemezabuguzi	receipt
guzi	shopping
holandi	Dutch
swayire	Swahili
zulu	Zulu
hinde	Hindi
rusi	Russian person
rusi	Russian
yapani	Japanese
gereki	Greek
Arumeniya	Armenia
Repubulika ya Kongo	Republic of Congo
Repubulika ya Kongo	Congo-Brazzaville
Kenya	Kenya
kode	code
shomeri	unemployment
shomera	unemployed
shomeri	unemployed person
shomeri	wanderer
shomeri	vagrant
shomera	wander about aimlessly
girangingo	cell
pagasa	earn
fuku	mole
fiyanse	fiance
cumi na rimwe	eleven
cumi na kabiri	twelve
cumi na gatatu	thirteen
cumi na kane	fourteen
cumi na gatanu	fifteen
cumi na gatandatu	sixteen
cumi na karindwi	seventeen
cumi na munani	eighteen
cumi n’icyenda	nineteen
miriyoni	million
sirimu	chic
nyamaguru	pedestrian
pompo	pump
pome	apple
pompa	pump
nyaburayi	European
Antarigitika	Antarctica
noza	enhance
noza	improve
seriveri	server
pulateforume	platform
verisiyo	version
bikokoporora	clipboard
pamyabumenyi	diploma
pamyabumenyi	degree
taramo	event
taramo	party
higima	murmur
higima	hum
ekwateri	equator
toropike	tropic
hindiro	rumble
hindiro	clamour
hindiro	loud noise
sukika	flow
yisilamu	Islam
sumbi	hip joint
sumbi	pelvis
koma	clap
koma	disturb
tsindagiriza	emphasize
tsindagiriza	stress
bonera	fit
bonera	straight
bonera	right
tike	ticket
yoboro mugari	broadband
tungurusumu	garlic
ca inyuma	cheat
ca inyuma	have an affair
teza imbere	improve
teza imbere	enhance
teza imbere	promote
rutsi	vomit
rutsi	puke
sururu	sorghum beer
rwa	sorghum beer
terefone igendanwa	mobile telephone
terefone igendanwa	cell phone
terambere	progress
terambere	development
terambere	growth
terambere	evolution
terambere	African Development Bank
nyeshyamba	rebel
nyeshyamba	guerrilla
sasu	mine
mitarayeze	machine gun
gerenade	grenade
gendajuru	spacecraft
gendajuru	rocket
gendajuru	artificial satellite
remwamuntu	human being
remwamuntu	person
remwamuntu	human rights
yobyabwenge	drug
yobyabwenge	narcotic
remwa	created
rama	live long
iyigisha	teach oneself
sarara	hoarse
parasetamoro	paracetamol
rugigana	white person
rugigana	westerner
roketi	rocket
hahamura	traumatise
babazwa	hurt
babazwa	offended
nyakuri	honest person
nyakuri	truthful person
nyakuri	honorable person
atangajwe	announcement
atangajwe	publication
humyo	mushroom
obo	mushroom
enegihugu	citizenship
enegihugu	nationality
dagadwa	tremble
dagadwa	afraid
hindagana	tremble
pfa	eagerness
pfa	keenness
gubangura	hasten
gubangura	quicken
gubangura	speed up
iyunge	reconciliation
igorora	reconcile
sohoro	sperm
sohoro	semen
humetso	sling
nigi	necklace
burakindi	awkwardness
kindo	palm leaf
nyakuri	honesty
nyakuri	truthfulness
nyakuri	sincerity
komo	bracelet
rimbo	jewelry
herena	earring
fuka	cool
fuka	cold
fungurira	feed
fungurira	open
fatankoni	cowherd
fatanyabikorwa	partner
hurira	silt
hurira	debris
hurira	flotsam
eruruka	pale
eruruka	anemic
bwiriza	instruction
filozofe	philosopher
ongera ingano	enlarge
ongera ingano	zoom
heburayi	Hebrew
mambo	stake
mambo	peg
bogora	adjust
buye ry’agaciro	precious stone
buye ry’agaciro	jewel
buye ry’agaciro	mineral
jigo	jawbone
jigo	jaw
bikura	withdraw
bikura	take back
saranganya	share
sarura	harvest time
tazura	widen
zungu	inheritance
sayo	pothole
sayo	bog
sayo	marsh
pyonyora	scrub
kobora	scrub
kingira	vaccinate
kingira	protect
kingira	close
kibonumwe	shooting star
kibonumwe	asteroid
hakanira	deny
bonano	meeting
bonano mpuzabitsina	sexual relations
dohoka	unbind
dohoka	untie
dohoka	loosen
injiza	import
injiza	insert
injiza	put into
injiza	pierce
tongera	conjure
tongera	incant
titiriza	pressure
titiriza	urge
titiriza	persuade
titiriza	pester
keneka	omit
keneka	neglect
keneka	leave out
sugira	standardize
sugira	sovereign
nta mususu	fearlessly
nta mususu	no fear
nta mususu	without fear
nta mususu	move onward
nta shiti	without any doubt
mokorwa	wretch
mokorwa	heave
gamba	policy
shishozi	foresight
shishozi	wisdom
shishozi	discernment
zingo	emaciated person
egura	retire
egura	resign
bunda	parcel
zungura	inherit
zungura	replace
gombeka	force
gombeka	pressure
kutiriza	work hard
kutiriza	toil
kutiriza	hurry
kutiriza	insist
gombero	condition
gombero	requirement
ima	copulate
imya	copulate
senza	copulate
senzwa	copulate
senzanya	copulate
ijyana	go alone
tongero	spell
tongero	incantation
rasoro	spring
kona	raven
shima	thanks
shima	acknowledgments
shimwe	thanks
shimwe	praise
shimwe	gratitude
sarika	harmed
sarika	wounded
sarika	injured
teko	throne
berama	sick
berama	ill
sangwa	host
igana	fake
igana	counterfeit
igana	simulate
igana	imitate
engero	brewery
bikira	reserve
bikira	book
bikira	keep for
Bonane	New Year’s
rimo	summary
rimo	contents
rimo	table of contents
bera	for
bera	be due to
cungire	management
hamiza	sanction
hamiza	endorse
hamiza	clear
tegeko nshinga	constitution
vugururwa	amended
vugururwa	renewed
vugururwa	repaired
rengane	oppression
vangura	discrimination
vangura	segregation
unzi	mediator
pfa	famine
ruka	eruption
ruka	volcanic eruption
dake	base
kingo	shoulder
kode	lease
iciro	subsection
terabwoba	intimidation
ihanganira	tolerate
ihanganira	endure
menyane	favouritism
tinyiro	reverence
isobanura	explain oneself
hanwa	punishment
hanwa	penalty
jurire	appeal
fatira	seizure
ibacyuho	transition
rango	seal
vugururwa	amendment
vugururwa	reform
manda	mandate
rangashingiro	preamble
rangashingiro	preface
rangashingiro	forward
bitsi	treasurer
genzuzi	inspection
genzuzi	audit
genzuzi	investigation
Sudani	Sudan
Kongo	Congo
Libani	Lebanon
iha	give oneself
referendumu	referendum
vu w’amaraso	hemorrhage
vu w’amaraso	bloodshed
unyunyu	saltiness
ziye	know for
kudeta	coup d’état
yovu	hundred thousand
burugumesitiri	mayor
teritwari	territory
perefegitura	prefecture
jakaranda	jacaranda
sakirirego	sacrilege
shakiro	reference
shakiro	table of contents
shehe	sheik
pindura	pancreas
sigiti	masjid
sigiti	mosque
pera	guava
vubyi	rainmaker
kenke	savanna
ganji	victory
bwami	royal court
pfubuzi	prostitute
pfubuzi	escort
nenga	criticise
nenga	denigrate
nenga	mock
nenga	ridicule
rwano	fighting
rwano	battle
iru	queen bee
teganyanyigisho	curriculum
rezi	education
rezi	Ministry of Education
menyi	scholar
menyi	intellectual
menyi	learned person
puzashusho	homonym
vugwarimwe	homophone
tinde	vowel length
genamajwi	tone
bamutima	emotion
tabazi	rescuer
kondo y’umura	cervix
yirabiri	junction
yirabiri	crossroads
nyamahane	rude person
karo	ceramic tile
gini	genie
gini	evil spirit
teganyagihe	weather forecast
zimu	underworld
zimu	spirit world
iherero	privacy
korera mu muco	transparent
korera mu muco	open
zuza inshingano	accountability
ato	quarantine
ato	small boat
siramura	circumcise
sangano	crossroads
siramurwa	circumcized
zingura	unfold
zingura	unroll
keba	circumcise
kwira	deserve
kwira	spread
kwira	expand
igira	learn from
gemo	syllable
ganda	lazy
ganda	half-hearted
sanganyamatsiko	theme
igira	self-sufficient
ana w’intama	lamb
kamwa	milked
meya	mayor
yongoyongo	black-headed heron
obe	sitatunga
kono	shell
makaroni	pasta
makaroni	noodles
tangawizi	ginger
ti	pillar
ti	column
ti	shaft
ti rw’umugongo	spine
tovu	bear’s breech
hangayiko	stress
hangayiko	worry
twerera	contribute
twererano	contribution
ziro	taboo
ibohora	liberation
generwa	allocate
bugenewe	allotment
nyamategeko	lawyer
hondohondo	dragon tree
fu	yellowwood
go	whitethorn
kongi y’umuriro	inferno
kongi y’umuriro	blaze
ibasirwa	targeted
Siria	Syria
idagaduro	entertainment
idagaduro	leisure
hirimbana	persist
vugizi	advocacy
vugira	speak for
vugira	advocate
genzura	investigation
genzura	evaluation
zobere	expert
zobere	master
zobere	specialist
zobera	master
zobera	specialist
zobere	expertise
yezuwiti	Jesuit
saseridoti	priesthood
iyoroshye	humility
iyoroshya	humble
iyoroshya	approachable
icishebugufi	humility
pfubura	recook
mbere	recently
dendera	resonate
yunguramagambo	glossary
vure	wooden bowl
zu ndangamurage	museum
dangamurage	museum
goro	palace
goro	senate
sena	senate
cumu	dart
kingira	vaccination
shinjacyaha	prosecution
sirikare	military
bazwa	asked
bazwa	questioned
bazwa	queried
yuzi	pumpkin seed
bogamizi	obstacle
bogamizi	impediment
bogamizi	obstruction
bogamizi	barrier
bogamizi	hindrance
bogamira	impede
bogamira	obstruct
bogamira	hinder
terasi	terrace
bwibwi	twilight
bwibwi	dusk
bwibwi	sundown
bwibwi	sunset
fashanya	assist
fashanya	help each other
nyomeke	attachment
hamwa	subject
dondogozi	chatterbox
dondogozi	chatterer
dondogozi	babbler
raya	prostitution
raya	harlotry
ambarigo	embargo
menyana	get to know
gona	snore
frigo	refrigerator
frigo	fridge
bangukiragutabara	ambulance
fumbire	fertiliser
perereza	intelligence
perereza	investigation
fotokopi	photocopy
genzuzi w’imari	auditor
genzacyaha	detective
genza	investigator
murandasi	wireless network
murandasi	Wi-Fi
buga nkoranyambaga	social network
baruramari	accounting
sakazamajwi	broadcasting
icisha bugufi	submit
icisha bugufi	be humble
nyagitugu	dictator
uruyuki	bee
igiti	tree
bombo	sweet
tondo	morning
tondo	morrow
Danimarike	Denmark
Danimarike	Kingdom of Denmark
inkere	strawberry
Ububirigi	Antwerpian
Ububirigi	Arlon
Ububirigi	Campine
Ububirigi	Charleroi
Ububirigi	Flemish Brabant
Ububirigi	Ghent
Ububirigi	Hainaut
Ububirigi	Kingdom of Belgium
Ububirigi	Liège
Ububirigi	Mechelen
Ububirigi	Mons
Ububirigi	Namur
Ububirigi	Walloon Brabant
